"Breast cancer screening. Female. Average-risk, with less than 15% lifetime risk of breast cancer",,,
US duplex Doppler abdomen,May be appropriate (Disagreement),O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,May be appropriate (Disagreement),☢☢☢☢ 10-30 mSv,
US abdomen with IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
US shear wave elastography abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MR elastography abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Chronic liver disease. Previous diagnosis of HCC. Post-treatment monitoring for HCC.,3,,12
MRI abdomen without and with hepatobiliary contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
CT abdomen without and with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
US abdomen,May be appropriate,O 0 mSv,O 0 mSv [ped]
US abdomen with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
US duplex Doppler abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
US shear wave elastography abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
MR elastography abdomen,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
"Colorectal cancer screening. Average-risk individual. Age greater than or equal to 50 years. Initial screening, then follow-up every 5 years after initial negative screen.",4,,
CT colonography,Usually appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium enema double-contrast,May be appropriate,☢☢☢ 1-10 mSv,
MR colonography,May be appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy barium enema single-contrast,Usually not appropriate,☢☢☢ 1-10 mSv,
"Colorectal cancer screening. Moderate-risk individual. First-degree family history of cancer or adenoma. Initial screening, then follow-up every 5 years after initial negative screen.",2,,4
CT colonography,Usually appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium enema double-contrast,May be appropriate,☢☢☢ 1-10 mSv,
MR colonography,May be appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy barium enema single-contrast,Usually not appropriate,☢☢☢ 1-10 mSv,
Colorectal cancer detection. Moderate-risk individual. Average-risk individual after positive fecal occult blood test (FOBT) or positive fecal immunochemical test indicating a relative elevation in risk.,3,,4
CT colonography,Usually appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium enema double-contrast,May be appropriate,☢☢☢ 1-10 mSv,
MR colonography,May be appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy barium enema single-contrast,Usually not appropriate,☢☢☢ 1-10 mSv,
Colorectal cancer screening. High-risk individual. Hereditary nonpolyposis colorectal cancer; ulcerative colitis or Crohn colitis.,4,,4
Fluoroscopy barium enema double-contrast,Usually not appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium enema single-contrast,Usually not appropriate,☢☢☢ 1-10 mSv,
MR colonography,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT colonography,Usually not appropriate,☢☢☢ 1-10 mSv,
"Colorectal cancer screening. Average-, moderate-, or high-risk individual after incomplete colonoscopy.",5,,4
CT colonography,Usually appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium enema double-contrast,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium enema single-contrast,Usually not appropriate,☢☢☢ 1-10 mSv,
MR colonography,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
"Suspected Crohn disease, no prior Crohn diagnosis. Initial Imaging.",15,,
MR enterography,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT enterography,Usually appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen and pelvis,May be appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy small bowel follow-through,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MR enteroclysis,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
HMPAO WBC scan,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
CT enteroclysis,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
"Known Crohn disease, suspected acute exacerbation.",2,,15
MR enterography,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT enterography,Usually appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
Fluoroscopy small bowel follow-through,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MR enteroclysis,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT enteroclysis,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen and pelvis,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
HMPAO WBC scan,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
"Known Crohn disease, disease surveillance; monitoring therapy.",3,,15
MR enterography,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT enterography,Usually appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen and pelvis,May be appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy small bowel follow-through,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MR enteroclysis,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT enteroclysis,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
HMPAO WBC scan,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Oropharyngeal dysphagia with an attributable cause. Initial imaging.,8,,
Fluoroscopy barium swallow modified,Usually appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy biphasic esophagram,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy pharynx dynamic and static imaging,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy single contrast esophagram,May be appropriate,☢☢☢ 1-10 mSv,
Esophageal transit nuclear medicine scan,Usually not appropriate,☢☢☢ 1-10 mSv,
CT neck and chest with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Unexplained oropharyngeal dysphagia. Initial imaging.,2,,8
Fluoroscopy biphasic esophagram,Usually appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium swallow modified,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy pharynx dynamic and static imaging,May be appropriate (Disagreement),☢☢☢ 1-10 mSv,
Fluoroscopy single contrast esophagram,May be appropriate,☢☢☢ 1-10 mSv,
Esophageal transit nuclear medicine scan,May be appropriate,☢☢☢ 1-10 mSv,
CT neck and chest with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Retrosternal dysphagia in immunocompetent patients. Initial imaging.,3,,8
Fluoroscopy biphasic esophagram,Usually appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium swallow modified,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy single contrast esophagram,May be appropriate,☢☢☢ 1-10 mSv,
Esophageal transit nuclear medicine scan,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy pharynx dynamic and static imaging,Usually not appropriate,☢☢☢ 1-10 mSv,
CT neck and chest with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Retrosternal dysphagia in immunocompromised patients. Initial imaging.,4,,8
Fluoroscopy biphasic esophagram,Usually appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy barium swallow modified,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy single contrast esophagram,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy pharynx dynamic and static imaging,Usually not appropriate,☢☢☢ 1-10 mSv,
Esophageal transit nuclear medicine scan,Usually not appropriate,☢☢☢ 1-10 mSv,
CT neck and chest with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Early postoperative dysphagia. Oropharyngeal or retrosternal. Initial imaging.,5,,8
Fluoroscopy single contrast esophagram,Usually appropriate,☢☢☢ 1-10 mSv,
CT neck and chest with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,
Fluoroscopy barium swallow modified,Usually not appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy biphasic esophagram,Usually not appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy pharynx dynamic and static imaging,Usually not appropriate,☢☢☢ 1-10 mSv,
Esophageal transit nuclear medicine scan,Usually not appropriate,☢☢☢ 1-10 mSv,
CT neck and chest without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Delayed (greater than 1 month) postoperative development of dysphagia. Oropharyngeal or retrosternal. Initial imaging.,6,,8
Fluoroscopy single contrast esophagram,Usually appropriate,☢☢☢ 1-10 mSv,
CT neck and chest with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
Fluoroscopy barium swallow modified,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy biphasic esophagram,May be appropriate,☢☢☢ 1-10 mSv,
Esophageal transit nuclear medicine scan,May be appropriate,☢☢☢ 1-10 mSv,
Fluoroscopy pharynx dynamic and static imaging,Usually not appropriate,☢☢☢ 1-10 mSv,
CT neck and chest without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
CT neck and chest without IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,
Suspected acute mesenteric ischemia. Initial imaging.,9,,
CTA abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
US duplex Doppler abdomen,May be appropriate,O 0 mSv,O 0 mSv [ped]
Radiography abdomen,May be appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
Arteriography abdomen,May be appropriate (Disagreement),☢☢☢ 1-10 mSv,
MRA abdomen and pelvis without and with IV contrast,May be appropriate (Disagreement),O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRA abdomen and pelvis without IV contrast,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Suspected chronic mesenteric ischemia. Initial imaging.,2,,9
MRA abdomen and pelvis without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CTA abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢☢ 10-30 mSv,
US duplex Doppler abdomen,May be appropriate,O 0 mSv,O 0 mSv [ped]
Arteriography abdomen,May be appropriate (Disagreement),☢☢☢ 1-10 mSv,
MRA abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis with IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen,Usually not appropriate,☢☢ 0.1-1mSv,☢☢ 0.03-0.3 mSv [ped]
CT abdomen and pelvis without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Jaundice. No known predisposing conditions. Initial imaging.,8,,
US abdomen,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI abdomen without IV contrast with MRCP,May be appropriate,O 0 mSv,O 0 mSv [ped]
US abdomen endoscopic,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
ERCP,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
"Jaundice. Suspected mechanical obstruction based on initial imaging, clinical condition, or laboratory values.",2,,8
US abdomen,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen endoscopic,May be appropriate,O 0 mSv,O 0 mSv [ped]
ERCP,May be appropriate,☢☢☢ 1-10 mSv,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
"Jaundice. Suspected medical, metabolic, or functional etiologies based on initial imaging, clinical condition, or laboratory values. No suspected mechanical obstruction.",3,,8
US abdomen,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast with MRCP,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
MRI abdomen without IV contrast with MRCP,May be appropriate (Disagreement),O 0 mSv,O 0 mSv [ped]
US abdomen endoscopic,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
ERCP,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Left lower quadrant pain. Suspected diverticulitis. Initial imaging.,9,,
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen transabdominal,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
US pelvis transvaginal,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy contrast enema,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Radiography abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Left lower quadrant pain. Suspected complications of diverticulitis.,2,,11
CT abdomen and pelvis with IV contrast,Usually appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
US abdomen transabdominal,May be appropriate,O 0 mSv,O 0 mSv [ped]
Fluoroscopy contrast enema,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Fluoroscopy cystography,May be appropriate,☢☢☢ 1-10 mSv,
MRI abdomen and pelvis without and with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen and pelvis without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen and pelvis without IV contrast,May be appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
CT pelvis with bladder contrast (CT cystography),May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢ 3-10 mSv [ped]
US pelvis transvaginal,Usually not appropriate,O 0 mSv,O 0 mSv [ped]
Radiography abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢ 0.3-3 mSv [ped]
CT abdomen and pelvis without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
"Indeterminate, greater than 1 cm liver lesion on initial imaging with US. Normal liver. No suspicion or evidence of extrahepatic malignancy or underlying liver disease.",12,,
US abdomen with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
MRI abdomen without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Percutaneous image-guided biopsy liver,Usually not appropriate,Varies,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Liver spleen scan,Usually not appropriate,☢☢☢ 1-10 mSv,
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
DOTATATE PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Octreotide scan with SPECT or SPECT/CT chest and abdomen,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Indeterminate, greater than 1 cm liver lesion on initial imaging with CT (noncontrast or single-phase) or noncontrast MRI. Normal liver. No suspicion or evidence of extrahepatic malignancy or underlying liver disease.",2,,11
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
US abdomen,May be appropriate (Disagreement),O 0 mSv,O 0 mSv [ped]
US abdomen with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Percutaneous image-guided biopsy liver,Usually not appropriate,Varies,
Liver spleen scan,Usually not appropriate,☢☢☢ 1-10 mSv,
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
DOTATATE PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Octreotide scan with SPECT or SPECT/CT chest and abdomen,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Indeterminate, greater than 1 cm liver lesion on initial imaging with US. Known history of an extrahepatic malignancy.",3,,12
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
US abdomen with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Percutaneous image-guided biopsy liver,May be appropriate,Varies,
MRI abdomen without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen without and with IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
DOTATATE PET/CT skull base to mid-thigh,May be appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT skull base to mid-thigh,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Octreotide scan with SPECT or SPECT/CT chest and abdomen,May be appropriate,☢☢☢☢ 10-30 mSv,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Liver spleen scan,Usually not appropriate,☢☢☢ 1-10 mSv,
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
"Indeterminate, greater than 1 cm liver lesion on initial imaging with CT (noncontrast or single-phase) or noncontrast MRI. Known history of an extrahepatic malignancy.",4,,11
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT skull base to mid-thigh,Usually appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
US abdomen,May be appropriate,O 0 mSv,O 0 mSv [ped]
US abdomen with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
Percutaneous image-guided biopsy liver,May be appropriate,Varies,
CT abdomen without and with IV contrast,May be appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
DOTATATE PET/CT skull base to mid-thigh,May be appropriate,☢☢☢☢ 10-30 mSv,
Octreotide scan with SPECT or SPECT/CT chest and abdomen,May be appropriate,☢☢☢☢ 10-30 mSv,
Liver spleen scan,Usually not appropriate,☢☢☢ 1-10 mSv,
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
"Incidental liver lesion, greater than 1 cm on US, noncontrast or single-phase CT, or noncontrast MRI. Known chronic liver disease.",5,,10
US abdomen with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,Usually appropriate,☢☢☢☢ 10-30 mSv,
Percutaneous image-guided biopsy liver,May be appropriate,Varies,
Liver spleen scan,Usually not appropriate,☢☢☢ 1-10 mSv,
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
DOTATATE PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,
FDG-PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
Octreotide scan with SPECT or SPECT/CT chest and abdomen,Usually not appropriate,☢☢☢☢ 10-30 mSv,
"Indeterminate, less than 1 cm liver lesion on initial imaging with US. Known history of an extrahepatic malignancy.",6,,12
MRI abdomen without and with IV contrast,Usually appropriate,O 0 mSv,O 0 mSv [ped]
US abdomen with IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
MRI abdomen without IV contrast,May be appropriate,O 0 mSv,O 0 mSv [ped]
CT abdomen with IV contrast multiphase,May be appropriate,☢☢☢☢ 10-30 mSv,
Percutaneous image-guided biopsy liver,Usually not appropriate,Varies,
CT abdomen without IV contrast,Usually not appropriate,☢☢☢ 1-10 mSv,☢☢☢☢ 3-10 mSv [ped]
Liver spleen scan,Usually not appropriate,☢☢☢ 1-10 mSv,
RBC scan abdomen and pelvis,Usually not appropriate,☢☢☢ 1-10 mSv,
CT abdomen without and with IV contrast,Usually not appropriate,☢☢☢☢ 10-30 mSv,☢☢☢☢☢ 10-30 mSv [ped]
DOTATATE PET/CT skull base to mid-thigh,Usually not appropriate,☢☢☢☢ 10-30 mSv,
